name,color,cmc,manaCost,power,toughness,text,types,subtypes
Urza's Tower,Colorless,0,,,,"{T}: Add {C}. If you control an Urza's Mine and an Urza's Power-Plant, add {C}{C}{C} instead.", Land, Urza’s Tower
Akron Legionnaire, White,8,{6}{W}{W},8,4,"Except for creatures named Akron Legionnaire and artifact creatures, creatures you control can't attack.", Creature, Giant Soldier
Alabaster Potion, White,2,{X}{W}{W},,,"Choose one —
• Target player gains X life.
• Prevent the next X damage that would be dealt to any target this turn.", Instant,
Amrou Kithkin, White,2,{W}{W},1,1,Amrou Kithkin can't be blocked by creatures with power 3 or greater., Creature, Kithkin
Call to Arms, White,2,{1}{W},,,"As Call to Arms enters the battlefield, choose a color and an opponent.
White creatures get +1/+1 as long as the chosen color is the most common color among nontoken permanents the chosen player controls but isn't tied for most common.
When the chosen color isn't the most common color among nontoken permanents the chosen player controls or is tied for most common, sacrifice Call to Arms.", Enchantment,
Cleanse, White,4,{2}{W}{W},,,Destroy all black creatures., Sorcery,
D'Avenant Archer, White,3,{2}{W},1,2,{T}: D'Avenant Archer deals 1 damage to target attacking or blocking creature., Creature, Human Soldier Archer
Divine Intervention, White,8,{6}{W}{W},,,"Divine Intervention enters the battlefield with two intervention counters on it.
At the beginning of your upkeep, remove an intervention counter from Divine Intervention.
When you remove the last intervention counter from Divine Intervention, the game is a draw.", Enchantment,
Exorcist, White,2,{W}{W},1,1,"{1}{W}, {T}: Destroy target black creature.", Creature, Human Cleric
Heal, White,1,{W},,,"Prevent the next 1 damage that would be dealt to any target this turn.
Draw a card at the beginning of the next turn's upkeep.", Instant,
Ivory Guardians, White,6,{4}{W}{W},3,3,"Protection from red
Creatures named Ivory Guardians get +1/+1 as long as an opponent controls a nontoken red permanent.", Creature, Giant Cleric
Lightning Blow, White,2,{1}{W},,,"Target creature gains first strike until end of turn.
Draw a card at the beginning of the next turn's upkeep.", Instant,
Wall of Light, White,3,{2}{W},1,5,"Defender (This creature can't attack.)
Protection from black", Creature, Wall
Benthic Explorers, Blue,4,{3}{U},2,4,"{T}, Untap a tapped land an opponent controls: Add one mana of any type that land could produce.", Creature, Merfolk Scout
Dance of Many, Blue,2,{U}{U},,,"When Dance of Many enters the battlefield, create a token that's a copy of target nontoken creature.
When Dance of Many leaves the battlefield, exile the token.
When the token leaves the battlefield, sacrifice Dance of Many.
At the beginning of your upkeep, sacrifice Dance of Many unless you pay {U}{U}.", Enchantment,
Flash Flood, Blue,1,{U},,,"Choose one —
• Destroy target red permanent.
• Return target Mountain to its owner's hand.", Instant,
Infuse, Blue,3,{2}{U},,,"Untap target artifact, creature, or land.
Draw a card at the beginning of the next turn's upkeep.", Instant,
Labyrinth Minotaur, Blue,4,{3}{U},1,4,"Whenever Labyrinth Minotaur blocks a creature, that creature doesn't untap during its controller's next untap step.", Creature, Minotaur
Land Equilibrium, Blue,4,{2}{U}{U},,,"If an opponent who controls at least as many lands as you do would put a land onto the battlefield, that player instead puts that land onto the battlefield then sacrifices a land.", Enchantment,
Mana Vortex, Blue,3,{1}{U}{U},,,"When you cast this spell, counter it unless you sacrifice a land.
At the beginning of each player's upkeep, that player sacrifices a land.
When there are no lands on the battlefield, sacrifice Mana Vortex.", Enchantment,
Old Man of the Sea, Blue,3,{1}{U}{U},2,3,"You may choose not to untap Old Man of the Sea during your untap step.
{T}: Gain control of target creature with power less than or equal to Old Man of the Sea's power for as long as Old Man of the Sea remains tapped and that creature's power remains less than or equal to Old Man of the Sea's power.", Creature, Djinn
Recall, Blue,1,{X}{X}{U},,,"Discard X cards, then return a card from your graveyard to your hand for each card discarded this way. Exile Recall.", Sorcery,
Reset, Blue,2,{U}{U},,,"Cast this spell only during an opponent's turn after their upkeep step.
Untap all lands you control.", Instant,
"Reveka, Wizard Savant", Blue,4,{2}{U}{U},0,1,"{T}: Reveka, Wizard Savant deals 2 damage to any target and doesn't untap during your next untap step.", Creature, Dwarf Wizard
Spiny Starfish, Blue,3,{2}{U},0,1,"{U}: Regenerate Spiny Starfish.
At the beginning of each end step, if Spiny Starfish regenerated this turn, create a 0/1 blue Starfish creature token for each time it regenerated this turn.", Creature, Starfish
All Hallow's Eve, Black,4,{2}{B}{B},,,"Exile All Hallow's Eve with two scream counters on it.
At the beginning of your upkeep, if All Hallow's Eve is exiled with a scream counter on it, remove a scream counter from it. If there are no more scream counters on it, put it into your graveyard and each player returns all creature cards from their graveyard to the battlefield.", Sorcery,
Ashes to Ashes, Black,3,{1}{B}{B},,,Exile two target nonartifact creatures. Ashes to Ashes deals 5 damage to you., Sorcery,
Banshee, Black,4,{2}{B}{B},0,1,"{X}, {T}: Banshee deals half X damage, rounded down, to any target, and half X damage, rounded up, to you.", Creature, Spirit
Carrion Ants, Black,4,{2}{B}{B},0,1,{1}: Carrion Ants gets +1/+1 until end of turn., Creature, Insect
Cosmic Horror, Black,6,{3}{B}{B}{B},7,7,"First strike
At the beginning of your upkeep, destroy Cosmic Horror unless you pay {3}{B}{B}{B}. If Cosmic Horror is destroyed this way, it deals 7 damage to you.", Creature, Horror
Demonic Torment, Black,3,{2}{B},,,"Enchant creature
Enchanted creature can't attack.
Prevent all combat damage that would be dealt by enchanted creature.", Enchantment, Aura
Evil Presence, Black,1,{B},,,"Enchant land
Enchanted land is a Swamp.", Enchantment, Aura
Fevered Strength, Black,3,{2}{B},,,"Target creature gets +2/+0 until end of turn.
Draw a card at the beginning of the next turn's upkeep.", Instant,
Ghosts of the Damned, Black,3,{1}{B}{B},0,2,{T}: Target creature gets -1/-0 until end of turn., Creature, Spirit
Grim Tutor, Black,3,{1}{B}{B},,,"Search your library for a card and put that card into your hand, then shuffle your library. You lose 3 life.", Sorcery,
Hellfire, Black,5,{2}{B}{B}{B},,,"Destroy all nonblack creatures. Hellfire deals X plus 3 damage to you, where X is the number of creatures that died this way.", Sorcery,
Lesser Werewolf, Black,4,{3}{B},2,4,"{B}: If Lesser Werewolf's power is 1 or more, it gets -1/-0 until end of turn and put a -0/-1 counter on target creature blocking or blocked by Lesser Werewolf. Activate this ability only during the declare blockers step.", Creature, Werewolf
Mind Twist, Black,1,{X}{B},,,Target player discards X cards at random., Sorcery,
Nether Void, Black,4,{3}{B},,,"Whenever a player casts a spell, counter it unless that player pays {3}.", Enchantment,
Spirit Shackle, Black,2,{B}{B},,,"Enchant creature
Whenever enchanted creature becomes tapped, put a -0/-2 counter on it.", Enchantment, Aura
Takklemaggot, Black,4,{2}{B}{B},,,"Enchant creature
At the beginning of the upkeep of enchanted creature's controller, put a -0/-1 counter on that creature.
When enchanted creature dies, that creature's controller chooses a creature that Takklemaggot could enchant. If the player does, return Takklemaggot to the battlefield under your control attached to that creature. If they don't, return Takklemaggot to the battlefield under your control as a non-Aura enchantment. It loses ""enchant creature"" and gains ""At the beginning of that player's upkeep, Takklemaggot deals 1 damage to that player.""", Enchantment, Aura
The Abyss, Black,4,{3}{B},,,"At the beginning of each player's upkeep, destroy target nonartifact creature that player controls of their choice. It can't be regenerated.", Enchantment,
The Wretched, Black,5,{3}{B}{B},2,5,"At end of combat, gain control of all creatures blocking The Wretched for as long as you control The Wretched.", Creature, Demon
Active Volcano, Red,1,{R},,,"Choose one —
• Destroy target blue permanent.
• Return target Island to its owner's hand.", Instant,
Anaba Ancestor, Red,2,{1}{R},1,1,{T}: Another target Minotaur creature gets +1/+1 until end of turn., Creature, Minotaur Spirit
Anaba Spirit Crafter, Red,4,{2}{R}{R},1,3,Minotaur creatures get +1/+0., Creature, Minotaur Shaman
Blood Lust, Red,2,{1}{R},,,"If target creature has toughness 5 or greater, it gets +4/-4 until end of turn. Otherwise, it gets +4/-X until end of turn, where X is its toughness minus 1.", Instant,
Cinder Storm, Red,7,{6}{R},,,Cinder Storm deals 7 damage to any target., Sorcery,
Crimson Kobolds, Red,0,{0},0,1,, Creature, Kobold
Crimson Manticore, Red,4,{2}{R}{R},2,2,"Flying
{R}, {T}: Crimson Manticore deals 1 damage to target attacking or blocking creature.", Creature, Manticore
Disharmony, Red,3,{2}{R},,,"Cast this spell only during combat before blockers are declared.
Untap target attacking creature and remove it from combat. Gain control of that creature until end of turn.", Instant,
Fire Drake, Red,3,{1}{R}{R},1,2,"Flying
{R}: Fire Drake gets +1/+0 until end of turn. Activate this ability only once each turn.", Creature, Drake
Firestorm Phoenix, Red,6,{4}{R}{R},3,2,"Flying
If Firestorm Phoenix would die, return it to its owner's hand instead. Until that player's next turn, that player plays with that card revealed in their hand and can't play it.", Creature, Phoenix
Frost Giant, Red,6,{3}{R}{R}{R},4,4,"Rampage 2 (Whenever this creature becomes blocked, it gets +2/+2 until end of turn for each creature blocking it beyond the first.)", Creature, Giant
Hurloon Minotaur, Red,3,{1}{R}{R},2,3,, Creature, Minotaur
Immolation, Red,1,{R},,,"Enchant creature
Enchanted creature gets +2/-2.", Enchantment, Aura
Kobold Drill Sergeant, Red,2,{1}{R},1,2,Other Kobold creatures you control get +0/+1 and have trample., Creature, Kobold Soldier
Kobold Overlord, Red,2,{1}{R},1,2,"First strike
Other Kobold creatures you control have first strike.", Creature, Kobold
Kobold Taskmaster, Red,2,{1}{R},1,2,Other Kobold creatures you control get +1/+0., Creature, Kobold
Kobolds of Kher Keep, Red,0,{0},0,1,, Creature, Kobold
Storm World, Red,1,{R},,,"At the beginning of each player's upkeep, Storm World deals X damage to that player, where X is 4 minus the number of cards in their hand.", Enchantment,
Arboria, Green,4,{2}{G}{G},,,Creatures can't attack a player unless that player cast a spell or put a nontoken permanent onto the battlefield during their last turn., Enchantment,
Concordant Crossroads, Green,1,{G},,,All creatures have haste., Enchantment,
Faerie Noble, Green,3,{2}{G},1,2,"Flying
Other Faerie creatures you control get +0/+1.
{T}: Other Faerie creatures you control get +1/+0 until end of turn.", Creature, Faerie
Fire Sprites, Green,2,{1}{G},1,1,"Flying
{G}, {T}: Add {R}.", Creature, Faerie
Freyalise's Winds, Green,4,{2}{G}{G},,,"Whenever a permanent becomes tapped, put a wind counter on it.
If a permanent with a wind counter on it would untap during its controller's untap step, remove all wind counters from it instead.", Enchantment,
Gaea's Touch, Green,2,{G}{G},,,"{0}: You may put a basic Forest card from your hand onto the battlefield. Activate this ability only any time you could cast a sorcery and only once each turn.
Sacrifice Gaea's Touch: Add {G}{G}.", Enchantment,
Killer Bees, Green,3,{1}{G}{G},0,1,"Flying
{G}: Killer Bees gets +1/+1 until end of turn.", Creature, Insect
Living Plane, Green,4,{2}{G}{G},,,All lands are 1/1 creatures that are still lands., Enchantment,
Reincarnation, Green,3,{1}{G}{G},,,"Choose target creature. When that creature dies this turn, return a creature card from its owner's graveyard to the battlefield under the control of that creature's owner.", Instant,
Tracker, Green,3,{2}{G},2,2,"{G}{G}, {T}: Tracker deals damage equal to its power to target creature. That creature deals damage equal to its power to Tracker.", Creature, Human
Willow Priestess, Green,4,{2}{G}{G},2,2,"{T}: You may put a Faerie permanent card from your hand onto the battlefield.
{2}{G}: Target green creature gains protection from black until end of turn.", Creature, Faerie Druid
Willow Satyr, Green,4,{2}{G}{G},1,1,"You may choose not to untap Willow Satyr during your untap step.
{T}: Gain control of target legendary creature for as long as you control Willow Satyr and Willow Satyr remains tapped.", Creature, Satyr
Wormwood Treefolk, Green,5,{3}{G}{G},4,4,"{G}{G}: Wormwood Treefolk gains forestwalk until end of turn and deals 2 damage to you. (It can't be blocked as long as defending player controls a Forest.)
{B}{B}: Wormwood Treefolk gains swampwalk until end of turn and deals 2 damage to you. (It can't be blocked as long as defending player controls a Swamp.)", Creature, Treefolk
Angus Mackenzie, White Blue Green,3,{G}{W}{U},2,2,"{G}{W}{U}, {T}: Prevent all combat damage that would be dealt this turn. Activate this ability only before the combat damage step.", Creature, Human Cleric
Arcades Sabboth, White Blue Green,8,{2}{G}{G}{W}{W}{U}{U},7,7,"Flying
At the beginning of your upkeep, sacrifice Arcades Sabboth unless you pay {G}{W}{U}.
Each untapped creature you control gets +0/+2 as long as it's not attacking.
{W}: Arcades Sabboth gets +0/+1 until end of turn.", Creature, Elder Dragon
